timestamp,id,"operation_Name",success,resultCode,duration,"operation_Id","cloud_RoleName",invocationId
"2020-07-22T19:25:43.7696228Z",e73ae6d5aec0734c,graphql,True,200,"7.173500000000001",7ca8263d20adba4980e2bac5f5719a3f,"sls-wus-dev-graphql","a49825c6-f700-41f1-af62-505d8e98454c"
"2020-07-22T19:25:42.5883601Z",76dbc5266057594e,graphql,True,200,"6.899900000000001",01f046aeb4b4284fb8711886beec6f56,"sls-wus-dev-graphql","73d4a802-2480-44d6-a480-ac5fa54deb4f"
"2020-07-22T19:25:41.8950019Z",0f2ea8d25efd1048,graphql,True,200,"9.1316",cff4b6e1e649054b8d99dee94e0962de,"sls-wus-dev-graphql","c1f9c535-1d02-497c-958a-9471283eecee"
"2020-07-22T19:25:40.5870493Z",32a12e5f67623045,graphql,True,200,"10.8314",db209fcd3268a94fac37ab22fb60646b,"sls-wus-dev-graphql","50f40fba-750f-4084-ab21-3281b06f54b4"
"2020-07-22T19:25:39.9003701Z",d270b98162354c43,graphql,True,200,"11.7231",bfe69778dc0779448ad5ccd6fc14e34e,"sls-wus-dev-graphql","e1ea1b9c-7f9b-4f1a-8006-10ca8dd2bb3f"
"2020-07-22T19:25:38.6158003Z",d27b428ee04aec48,graphql,True,200,"7.1322",3290a0ec3d492e4ab2f56ea5a59f644f,"sls-wus-dev-graphql","5f98a78a-a53e-49bf-82ca-d8e4d7cc6995"
"2020-07-22T19:25:37.8174225Z",14a6f42e84696c4e,graphql,True,200,"7.640300000000001",6e8edaf69aa5a2488bd6baba2f1584db,"sls-wus-dev-graphql","4a273108-2e28-422c-84cf-d20cb100b793"
"2020-07-22T19:25:36.5842362Z",17cedd88f80c1c47,graphql,True,200,"12.9989",31eb6697a20d7345a21d1c7d43ca64b0,"sls-wus-dev-graphql","6fca4683-f678-43ac-a8c7-bbeeb8f0bc93"
"2020-07-22T19:25:35.5738946Z",0c90f28fc7325340,graphql,True,200,"10.524000000000001",e04d912d6f35924a8ea21c49ce027e09,"sls-wus-dev-graphql","e7cc92ba-de12-4637-8f82-9990ddadd6ef"
"2020-07-22T19:25:34.5862034Z",eaa21211028a4742,graphql,True,200,"8.720500000000001",0958acf1293d634dba83a78aaa1290d1,"sls-wus-dev-graphql","74514035-1011-45e7-a675-3c529cec23f7"
"2020-07-22T19:25:33.5696949Z",f02bec6259989547,graphql,True,200,"15.326600000000001",8a2d2cb142bd6445ad456543f5a909cc,"sls-wus-dev-graphql","9102027c-a877-4603-b396-9200b8462195"
"2020-07-22T19:25:32.6559659Z",8cce95dc2b0ca449,graphql,True,200,"7.4436",3f0212e02894f14aa4274d6ec26a443a,"sls-wus-dev-graphql","35ebcffe-7215-43f7-8066-f68607fec465"
"2020-07-22T19:25:31.5682544Z",503fa9b3ffa82a48,graphql,True,200,"9.0652",aab1f73df6156f4ab8c504a71fbbd869,"sls-wus-dev-graphql","884958e2-b733-4f87-a2f6-86730f539bfe"
"2020-07-22T19:25:30.5883656Z",b07e68b0e4856942,graphql,True,200,"17.7267",fbf783e8fc477a4d94662d7086d6347e,"sls-wus-dev-graphql","b0512d7b-bbbb-4879-92bf-ae77a9326c7d"
"2020-07-22T19:25:29.6006678Z",25c86cfa7cd4324b,graphql,True,200,"7.3533",481bef3050fd2341836e7be01b0aa91b,"sls-wus-dev-graphql","34bffb08-87a5-4c53-a959-5be28325a564"
"2020-07-22T19:25:28.5789327Z",0c49e74aba0a2a4d,graphql,True,200,"10.9962",a9014e82229c524b8c9f65420877ad7b,"sls-wus-dev-graphql","aed09fb7-38e5-44e9-87bc-c04ae42a6ac7"
